b_id,year,b_empl_w,b_loans_w,b_assets_w,b_cash_w,b_equity_w,b_deposits_w,b_net_income_w,b_z_score_w
DEFEB13205,2004,,7422769,12667539,39500.93,370491.47,9401221,21793.615,.67836958
DEFEB13223,2004,,7422769,12667539,147106.91,636101.13,9401221,21793.615,.16976698
DEFEB13718,2004,,942573.88,1569140.3,66742.945,76277.656,1389343,1362.101,.5581888
DEFEB13740,2004,,1678108.4,2671080,47673.535,91260.766,2466764.8,1362.101,.55597466
DEFEB41402,2004,,7422769,11489322,1362.101,404544,9401221,21793.615,.97129714
DEFEB14183,2004,,913969.75,1210907.8,34052.523,59932.441,1127819.6,5448.4038,1.3148445
DEFEB43023,2004,,316007.44,615669.63,14983.11,25879.918,581617.13,1362.101,.94609863
DEFEB15199,2004,,243816.08,513512.06,9534.707,32690.424,444044.91,2724.2019,1.1558628
DEFEB13856,2004,,904435.06,1408412.4,27242.02,77639.758,1310341.1,4086.303,1.3277107
DEFEB46921,2004,,268333.88,412716.59,12258.908,25879.918,378664.06,1362.101,1.0099659
DEFEB42932,2004,,256074.98,366405.16,9534.707,20431.514,341887.34,1362.101,1.2857521
DEFEB13937,2004,,486270.03,784570.13,13621.01,50397.734,719189.31,1362.101,.81016582
DEFEB13668,2004,,2030892.5,2947586.5,57208.242,185245.73,2691511.5,8172.606,1.4051049
DEFEB43368,2004,,409992.38,852675.19,20431.514,42225.129,728724,1362.101,.6168257
DEFEB43378,2004,,311921.13,423613.41,9534.707,24517.816,355508.34,1362.101,2.0648241
DEFEB13800,2004,,1953252.8,3006156.8,38138.828,164814.22,2496731,8172.606,2.0648241
DEFEB13363,2004,,972540.06,1503759.5,36776.727,80363.953,1287185.4,2724.2019,.44327003
DEFEB13989,2004,,691947.31,1385256.6,23155.717,84450.258,1189114.1,5448.4038,1.4210135
DEFEB48535,2004,,230195.06,459028.03,13621.01,36776.727,412716.59,1362.101,1.3696676
DEFEB48911,2004,,57889.289,107605.98,1362.101,6810.5049,95347.07,0,1.4119095
DEFEB14371,2004,,347335.75,792742.75,32690.424,35414.625,725999.81,0,.32879385
DEFEB13601,2004,,777759.63,1288547.5,23155.717,54484.039,1037920.9,1362.101,.90184933
DEFEB40293,2004,,7422769,12667539,147106.91,636101.13,9401221,21793.615,1.6626009
DEFEB48629,2004,,303748.5,384112.47,10896.808,16345.212,359594.66,0,
DEFEB13621,2004,,136210.09,380026.16,17707.313,28604.121,344611.53,4086.303,1.2869515
DEFEB44835,2004,,409992.38,839054.19,24517.816,31328.322,716465.13,0,.5382238
DEFEB15352,2004,,242453.97,580255,16345.212,25879.918,514874.16,0,.48622385
DEFEB14801,2004,,100795.47,1445189.1,1362.101,62656.645,1326686.4,2724.2019,1.2797592
DEFEB13174,2004,,260161.28,275144.41,1362.101,14983.11,136210.09,1362.101,1.7495154
DEFEB13414,2004,,2656096.8,3699466.3,65380.848,174348.92,3260869.8,4086.303,1.4372795
DEFEB13355,2004,,956194.88,1595020.3,55846.141,61294.543,1465620.6,2724.2019,.75523764
DEFEB13247,2004,,7422769,12667539,147106.91,636101.13,9401221,0,.16976698
DEFEB15099,2004,,91260.766,182521.53,4086.303,17707.313,162090.02,1362.101,1.6564575
DEFEB19899,2004,,4519451,8133105,138934.3,296938,7438433.5,17707.313,1.5573869
DEFEB43663,2004,,7422769,12667539,147106.91,348697.84,9401221,13621.01,.91605198
DEFEB44073,2004,,298300.13,449493.31,13621.01,32690.424,404544,1362.101,1.6303186
DEFEB14729,2004,,151193.2,258799.19,5448.4038,13621.01,242453.97,1362.101,1.7420814
DEFEB43430,2004,,192056.23,332352.63,6810.5049,17707.313,303748.5,0,1.1375294
DEFEB42724,2004,,363680.97,533943.56,9534.707,36776.727,382750.38,1362.101,1.3098627
DEFEB42770,2004,,697395.69,1137354.3,23155.717,49035.633,1002506.3,1362.101,1.0259922
DEFEB43130,2004,,708292.5,1183665.8,36776.727,66742.945,1056990.4,2724.2019,1.9514904
DEFEB47437,2004,,106243.88,144382.7,2724.2019,9534.707,125313.29,0,.1811807
DEFEB14617,2004,,404544,706930.38,14983.11,32690.424,529857.25,1362.101,.55397254
DEFEB44127,2004,,727361.94,995695.81,24517.816,51759.836,813174.25,1362.101,2.0648241
DEFEB44055,2004,,269696,486270.03,9534.707,32690.424,392285.06,1362.101,.65238172
DEFEB14259,2004,,637463.25,1054266.1,17707.313,43587.23,953470.69,1362.101,1.4900903
DEFEB43964,2004,,232919.27,468562.72,9534.707,24517.816,407268.19,2724.2019,1.3647102
DEFEB15043,2004,,128037.49,196142.53,5448.4038,9534.707,164814.22,0,1.5298815
DEFEB43935,2004,,200228.84,1066525,29966.221,35414.625,1016127.3,1362.101,1.583482
DEFEB13689,2004,,231557.16,345973.66,5448.4038,16345.212,314645.31,0,.73575008
DEFEB13644,2004,,660618.94,1540536.1,20431.514,107605.98,1378446.1,0,.42579448
DEFEB14137,2004,,851313.13,1364825.1,19069.414,55846.141,1289909.6,4086.303,1.5085399
DEFEB14989,2004,,164814.22,257437.08,5448.4038,12258.908,242453.97,1362.101,1.0252311
DEFEB43287,2004,,401819.78,681050.5,10896.808,28604.121,619755.94,1362.101,.77276921
DEFEB13703,2004,,800915.38,1672660,46311.434,89898.664,1537812,4086.303,1.3678608
DEFEB44222,2004,,532581.5,711016.69,14983.11,32690.424,544840.38,0,.96616566
DEFEB43869,2004,,224746.66,4025008.3,5448.4038,636101.13,3187316.3,21793.615,1.3815619
DEFEB15515,2004,,155279.52,249264.47,5448.4038,12258.908,230195.06,0,.7441175
DEFEB13886,2004,,468562.72,687861,17707.313,39500.93,615669.63,4086.303,1.4820938
DEFEB14943,2004,,3737605,5452490,100795.47,268333.88,4637954,5448.4038,.36854246
DEFEB15108,2004,,296938,403181.88,6810.5049,24517.816,341887.34,1362.101,.76102787
DEFEB23412,2004,,,369129.38,,6810.5049,362318.84,0,
DEFEB15441,2004,,242453.97,636101.13,16345.212,29966.221,595238.13,1362.101,1.5992459
DEFEB15456,2004,,952108.56,1073335.5,1362.101,66742.945,967091.69,2724.2019,.96033347
DEFEB13803,2004,,2334641,4548055,70829.25,322817.94,3936471.8,19069.414,1.7854362
DEFEB13950,2004,,446769.13,660618.94,12258.908,31328.322,610221.25,1362.101,.97295791
DEFEB43117,2004,,382750.38,657894.75,6810.5049,32690.424,614307.56,2724.2019,.79861039
DEFEB42776,2004,,422251.31,588427.63,12258.908,31328.322,472649.03,1362.101,.68136382
DEFEB13939,2004,,350059.94,501253.16,10896.808,34052.523,452217.53,1362.101,1.1763511
DEFEB44043,2004,,558461.38,810450.06,23155.717,42225.129,745069.25,1362.101,1.3715045
DEFEB13931,2004,,1244960.3,2254277,46311.434,122589.09,1817042.6,4086.303,1.1837877
DEFEB42711,2004,,269696,475373.25,9534.707,31328.322,435872.31,1362.101,1.4427909
DEFEB13674,2004,,177073.13,355508.34,8172.606,20431.514,329628.44,1362.101,1.4596392
DEFEB41395,2004,,1344393.6,2578457,20431.514,111692.28,1830663.8,5448.4038,.50672728
DEFEB13681,2004,,1296720.1,1983219,29966.221,81726.055,1796611.1,4086.303,.76765507
DEFEB13959,2004,,57889.289,243816.08,4086.303,16345.212,226108.77,0,.49477884
DEFEB13904,2004,,580255,931677.06,21793.615,50397.734,849951,2724.2019,1.1633166
DEFEB43016,2004,,216574.05,341887.34,2724.2019,25879.918,313283.22,1362.101,.5303151
DEFEB46461,2004,,193418.34,290127.5,6810.5049,12258.908,264247.59,0,.9888109
DEFEB14144,2004,,1535087.8,1901493,28604.121,96709.172,1758472.4,4086.303,1.1917512
DEFEB13839,2004,,7295412.5,12667539,126675.39,636101.13,9401221,21793.615,2.0648241
DEFEB17521,2004,,182521.53,302386.41,6810.5049,16345.212,283317,0,.94803435
DEFEB40867,2004,,4682903,6336493.5,113054.38,324180.03,5763049,0,.59501165
DEFEB15054,2004,,548926.69,803639.56,9534.707,36776.727,746431.31,1362.101,1.8904688
DEFEB13463,2004,,1521466.8,1950528.6,31328.322,87174.461,1755748.1,1362.101,.6328463
DEFEB13499,2004,,1345755.8,2653372.8,49035.633,110330.18,2419091.3,5448.4038,1.8321453
DEFEB45065,2004,,1182303.6,3546911,93984.969,147106.91,3143729,6810.5049,1.4746612
DEFEB45860,2004,,606134.94,1319875.9,28604.121,73553.453,1104663.9,2724.2019,.66122967
DEFEB13180,2004,,7422769,12667539,147106.91,636101.13,9401221,21793.615,1.3675886
DEFEB14814,2004,,145744.8,271058.09,5448.4038,12258.908,250626.58,0,1.0551137
DEFEB44034,2004,,652446.38,1698539.9,38138.828,64018.746,1604554.9,1362.101,1.3085141
DEFEB45813,2004,,653808.44,1250408.6,36776.727,55846.141,1089680.8,0,
DEFEB48946,2004,,299662.22,460390.13,10896.808,27242.02,419527.09,1362.101,1.5445286
DEFEB44065,2004,,685136.81,1070611.4,28604.121,69467.148,885365.63,2724.2019,2.0440354
DEFEB13065,2004,,143020.59,1018851.5,9534.707,66742.945,855399.38,4086.303,1.2504392
DEFEB15049,2004,,493080.56,834967.88,16345.212,46311.434,732810.31,2724.2019,1.809002
DEFEB13515,2004,,2586629.8,3538738.3,,249264.47,3450201.8,16345.212,1.1255963
DEFEB43613,2004,,517598.38,1100577.6,27242.02,47673.535,976626.38,0,.56832492
DEFEB13445,2004,,1887871.9,3151901.5,147106.91,81726.055,2999346.3,6810.5049,1.1309421
DEFEB49360,2004,,208401.45,378664.06,10896.808,21793.615,345973.66,1362.101,.33107299
DEFEB44124,2004,,271058.09,476735.34,13621.01,29966.221,441320.72,1362.101,2.0648241
DEFEB42743,2004,,151193.2,415440.78,9534.707,19069.414,367767.25,0,.98066896
DEFEB15454,2004,,114416.48,179797.33,4086.303,10896.808,166176.31,1362.101,1.4915628
DEFEB13063,2004,,57889.289,107605.98,1362.101,17707.313,,0,1.1658998
DEFEB43076,2004,,894900.31,1306254.9,25879.918,59932.441,1106026,2724.2019,.8208524
DEFEB44329,2004,,57889.289,153917.41,1362.101,49035.633,95347.07,0,.70883542
DEFEB14546,2004,,449493.31,792742.75,20431.514,43587.23,670153.69,2724.2019,1.8967743
DEFEB14866,2004,,1100577.6,1703988.3,32690.424,110330.18,1559605.6,2724.2019,1.250089
DEFEB14494,2004,,604772.81,864934.13,14983.11,46311.434,773673.38,1362.101,.50480461
DEFEB47377,2004,,253350.78,330990.53,9534.707,23155.717,305110.63,1362.101,1.3943386
DEFEB44067,2004,,310559.03,574806.63,13621.01,31328.322,497166.84,4086.303,1.6387337
DEFEB13105,2004,,7422769,12667539,147106.91,636101.13,9401221,0,.16976698
DEFEB43176,2004,,565271.88,972540.06,14983.11,40863.027,919418.13,1362.101,.86458713
DEFEB15098,2004,,145744.8,202953.05,5448.4038,13621.01,164814.22,0,1.3073347
DEFEB42715,2004,,1664487.4,2187534.3,40863.027,104881.77,1904217.1,9534.707,2.0648241
DEFEB13230,2004,,7422769,12667539,147106.91,627928.56,4399586,21793.615,.77417654
DEFEB13000,2004,,596600.25,938487.56,32690.424,47673.535,840416.31,4086.303,1.5065256
DEFEB14221,2004,,59932.441,160727.91,4086.303,12258.908,145744.8,0,.67185175
DEFEB15516,2004,,1435654.4,2537594,49035.633,151193.2,2285605.5,9534.707,1.7631601
DEFEB44240,2004,,625204.31,1012041,21793.615,53121.938,894900.31,1362.101,.72335303
DEFEB44221,2004,,317369.53,469924.84,12258.908,23155.717,441320.72,1362.101,.36403996
DEFEB42735,2004,,386836.69,533943.56,13621.01,27242.02,474011.13,1362.101,.43341941
DEFEB15031,2004,,226108.77,373215.66,8172.606,21793.615,343249.44,1362.101,.96514475
DEFEB13879,2004,,514874.16,870382.5,19069.414,53121.938,803639.56,2724.2019,1.5905133
DEFEB13745,2004,,503977.34,728724,16345.212,34052.523,622480.13,1362.101,1.2292386
DEFEB42722,2004,,550288.81,724637.69,16345.212,44949.332,648360.06,1362.101,.31467617
DEFEB44153,2004,,389560.88,505339.47,9534.707,34052.523,461752.22,1362.101,.72528017
DEFEB14021,2004,,7422769,12667539,147106.91,636101.13,9401221,0,.16976698
DEFEB43177,2004,,1731230.4,2323744.3,39500.93,141658.5,2108532.3,6810.5049,1.2960925
DEFEB13758,2004,,592513.94,833605.81,13621.01,36776.727,747793.44,1362.101,1.5813149
DEFEB13868,2004,,780483.88,1325324.3,16345.212,50397.734,1183665.8,1362.101,.69486046
DEFEB44991,2004,,736896.63,1362101,10896.808,74915.555,1225890.9,12258.908,.47650698
DEFEB19856,2004,,7422769,12667539,147106.91,636101.13,9401221,0,.16976698
DEFEB14142,2004,,461752.22,622480.13,10896.808,32690.424,513512.06,2724.2019,2.0577943
DEFEB23549,2004,,3516944.8,12667539,147106.91,636101.13,9401221,14983.11,.24568734
DEFEB46803,2004,,356870.44,572082.38,13621.01,28604.121,478097.44,1362.101,1.6255972
DEFEB13913,2004,,6423668,10136755,121226.98,448131.22,8908140,6810.5049,1.2647966
DEFEB14112,2004,,626566.44,1020213.6,24517.816,51759.836,937125.44,5448.4038,.96754348
DEFEB14954,2004,,174348.92,345973.66,9534.707,14983.11,307834.81,0,.60538632
DEFEB15247,2004,,324180.03,397733.47,6810.5049,21793.615,347335.75,1362.101,1.2442265
DEFEB13264,2004,,5022066,7130598.5,147106.91,337801.03,5660891.5,14983.11,1.6425436
DEFEB45987,2004,,99433.367,152555.31,2724.2019,8172.606,121226.98,0,2.0125644
DEFEB18701,2004,,164814.22,281954.91,8172.606,14983.11,258799.19,1362.101,1.4738111
DEFEB48398,2004,,625204.31,875830.94,20431.514,55846.141,765500.75,2724.2019,1.4017932
DEFEB13444,2004,,5220933,10757873,147106.91,520322.56,9401221,21793.615,1.3974994
DEFEB14216,2004,,238367.67,409992.38,9534.707,27242.02,373215.66,1362.101,1.1658545
DEFEB49067,2004,,102157.57,344611.53,5448.4038,84450.258,258799.19,0,
DEFEB13710,2004,,824071.06,1224528.8,23155.717,53121.938,1134630.1,1362.101,1.2076656
DEFEB13288,2004,,362318.84,1129181.8,27242.02,53121.938,1042007.3,6810.5049,.85332978
DEFEB14908,2004,,1013403.1,1857905.8,35414.625,83088.156,1665849.5,0,.57094693
DEFEB14872,2004,,513512.06,821346.88,17707.313,38138.828,742345,1362.101,1.2946395
DEFEB13259,2004,,973902.19,1163234.3,9534.707,89898.664,1036558.8,2724.2019,.38412094
DEFEB48231,2004,,114416.48,194780.44,49035.633,53121.938,132123.8,0,.16976698
DEFEB39744,2004,,129399.59,283317,6810.5049,17707.313,239729.77,0,2.0648241
DEFEB13494,2004,,2496731,3766209.3,27242.02,185245.73,3375286.3,9534.707,1.7097435
DEFEB13638,2004,,1268116,2188896.3,42225.129,108968.08,1938269.6,1362.101,.74771059
DEFEB13739,2004,,934401.25,1529639.4,40863.027,77639.758,1428843.9,2724.2019,1.1463252
DEFEB13675,2004,,1134630.1,1520104.6,57208.242,72191.352,1412498.8,1362.101,.72038102
DEFEB13876,2004,,2450419.8,3910591.8,74915.555,166176.31,3399804,4086.303,.9294709
DEFEB45072,2004,,374577.75,749155.5,17707.313,49035.633,685136.81,1362.101,1.4752752
DEFEB13871,2004,,2641113.8,3467909,35414.625,123951.19,3075624,2724.2019,.31058952
DEFEB48524,2004,,795466.94,3109676.5,1362.101,88536.563,2816824.8,2724.2019,.68933523
DEFEB13378,2004,,2514438.3,4109458.5,147106.91,220660.36,3800261.8,8172.606,1.5659643
DEFEB42705,2004,,562547.69,754603.94,21793.615,44949.332,685136.81,2724.2019,1.7697843
DEFEB47634,2004,,640187.44,815898.5,19069.414,42225.129,764138.63,2724.2019,.94468457
DEFEB13960,2004,,1249046.6,2252915,73553.453,158003.72,1885147.8,2724.2019,1.5389354
DEFEB13187,2004,,1032472.5,1362101,1362.101,47673.535,1194562.5,1362.101,.42596462
DEFEB13928,2004,,272420.19,367767.25,5448.4038,27242.02,333714.75,0,.99167031
DEFEB14589,2004,,826795.31,1348480,36776.727,91260.766,1172768.9,4086.303,1.8412051
DEFEB13723,2004,,2454506,3070175.5,47673.535,155279.52,2686063,1362.101,.34924984
DEFEB13441,2004,,1107388.1,1744851.4,14983.11,77639.758,1551433,1362.101,.99001259
DEFEB14717,2004,,185245.73,292851.72,4086.303,17707.313,231557.16,1362.101,1.3502448
DEFEB42780,2004,,864934.13,1197286.8,24517.816,54484.039,1078784,4086.303,.84490275
DEFEB43213,2004,,719189.31,1001144.2,20431.514,58570.34,879917.25,4086.303,1.5733674
DEFEB42771,2004,,976626.38,2653372.8,72191.352,102157.57,2397297.8,6810.5049,1.1195534
DEFEB14447,2004,,365043.06,705568.31,17707.313,35414.625,642911.63,2724.2019,.92773604
DEFEB14903,2004,,7422769,12667539,147106.91,636101.13,9401221,21793.615,1.7904319
DEFEB13849,2004,,302386.41,441320.72,8172.606,24517.816,408630.28,1362.101,1.5577284
DEFEB39856,2004,,57889.289,107605.98,1362.101,6810.5049,95347.07,0,1.8354189
DEFEB39617,2004,,243816.08,543478.31,10896.808,24517.816,502615.25,1362.101,1.9933443
DEFEB14129,2004,,3093331.3,4170753.3,72191.352,226108.77,3687207.3,6810.5049,.76208121
DEFEB13924,2004,,4910374,6818677.5,147106.91,328266.34,5998692.5,14983.11,1.7859343
DEFEB46016,2004,,89898.664,128037.49,2724.2019,8172.606,108968.08,1362.101,2.0242376
DEFEB44155,2004,,536667.75,852675.19,19069.414,51759.836,691947.31,1362.101,1.1616167
DEFEB49217,2004,,516236.25,843140.5,21793.615,59932.441,732810.31,2724.2019,1.2910548
DEFEB19977,2004,,57889.289,107605.98,1362.101,13621.01,95347.07,0,.16976698
DEFEB14139,2004,,3247248.8,4576659,130761.7,181159.42,4338291.5,17707.313,1.7319938
DEFEB42719,2004,,314645.31,627928.56,10896.808,29966.221,512149.97,1362.101,.78103012
DEFEB43965,2004,,326904.22,595238.13,13621.01,29966.221,508063.66,1362.101,.71893752
DEFEB14993,2004,,366405.16,589789.69,14983.11,36776.727,480821.63,1362.101,1.6393379
DEFEB43929,2004,,151193.2,320093.72,9534.707,23155.717,273782.28,1362.101,1.6614872
DEFEB13656,2004,,5084723,7840253,76277.656,320093.72,6736951.5,13621.01,1.6858771
DEFEB17315,2004,,1709436.8,2301950.5,40863.027,136210.09,2128963.8,8172.606,1.6042614
DEFEB13666,2004,,217936.16,452217.53,14983.11,24517.816,418165,1362.101,1.1305681
DEFEB45946,2004,,68105.047,130761.7,4086.303,9534.707,118502.78,0,1.2394716
DEFEB49303,2004,,190694.14,399095.59,10896.808,17707.313,375939.88,0,.53875798
DEFEB47579,2004,,390922.97,603410.75,12258.908,34052.523,517598.38,2724.2019,.84465629
DEFEB14830,2004,,1461534.4,5824343.5,147106.91,119864.88,5645908.5,6810.5049,1.0722142
DEFEB13711,2004,,740982.94,1180941.5,28604.121,49035.633,1095129.1,1362.101,1.080304
DEFEB47389,2004,,407268.19,864934.13,20431.514,69467.148,738258.75,1362.101,.95963669
DEFEB47393,2004,,268333.88,335076.84,12258.908,21793.615,286041.19,1362.101,1.1450733
DEFEB28701,2004,,591151.81,901710.81,25879.918,59932.441,809088,2724.2019,.92120731
DEFEB45994,2004,,64018.746,107605.98,1362.101,6810.5049,95347.07,0,2.0648241
DEFEB44242,2004,,198866.73,245178.17,8172.606,24517.816,215211.95,0,.36040697
DEFEB13348,2004,,1608641.3,2331916.8,28604.121,119864.88,2010461,2724.2019,.85514057
DEFEB43282,2004,,396371.38,584341.31,13621.01,27242.02,499891.06,0,.25518629
DEFEB13429,2004,,2691511.5,3495151,50397.734,190694.14,3081072.3,13621.01,1.665038
DEFEB43370,2004,,456303.81,815898.5,20431.514,39500.93,753241.81,1362.101,.54978764
DEFEB15320,2004,,385474.56,461752.22,13621.01,24517.816,414078.69,0,.16976698
DEFEB14457,2004,,1486052.1,2367331.5,61294.543,69467.148,2137136.5,4086.303,1.4267457
DEFEB14032,2004,,7422769,12634848,147106.91,330990.53,9401221,13621.01,.6475482
DEFEB15300,2004,,133485.89,183883.63,4086.303,12258.908,167538.42,0,.78244269
DEFEB44337,2004,,330990.53,603410.75,13621.01,35414.625,510787.88,2724.2019,2.0215831
DEFEB43859,2004,,2523973,12667539,72191.352,636101.13,9401221,21793.615,1.4232347
DEFEB43026,2004,,277868.59,441320.72,10896.808,23155.717,384112.47,1362.101,1.3668625
DEFEB43345,2004,,140296.41,393647.19,12258.908,17707.313,367767.25,0,.75994337
DEFEB44767,2004,,1046093.6,2000926.3,46311.434,85812.359,1659039,5448.4038,1.8243798
DEFEB17881,2004,,7422769,12667539,147106.91,636101.13,9401221,21793.615,1.0364907
DEFEB14408,2004,,427699.69,572082.38,10896.808,39500.93,448131.22,4086.303,1.1528244
DEFEB13670,2004,,1266753.9,1897406.6,35414.625,115778.58,1709436.8,4086.303,1.2961224
DEFEB13901,2004,,422251.31,539392,8172.606,25879.918,502615.25,2724.2019,1.6546649
DEFEB13120,2004,,2973466.5,8250245.5,1362.101,636101.13,4564400.5,21793.615,.16976698
DEFEB13101,2004,,7422769,12667539,1362.101,636101.13,9401221,20431.514,.22120072
DEFEB48975,2004,,1308979,1927372.9,36776.727,126675.39,1664487.4,1362.101,.79215312
DEFEB18869,2004,,2356434.8,3254059.3,2724.2019,345973.66,230195.06,4086.303,.20335346
DEFEB13948,2004,,622480.13,873106.69,14983.11,47673.535,764138.63,1362.101,.87991047
DEFEB46248,2004,,514874.16,740982.94,17707.313,38138.828,661981.06,1362.101,.90423357
DEFEB15164,2004,,641549.56,893538.25,13621.01,40863.027,814536.38,2724.2019,1.3772218
DEFEB13416,2004,,1168682.6,1710798.8,72191.352,111692.28,1507845.8,4086.303,1.9189425
DEFEB14957,2004,,155279.52,288765.41,1362.101,16345.212,268333.88,0,1.100033
DEFEB13222,2004,,7422769,12667539,147106.91,636101.13,9401221,0,
DEFEB42274,2004,,7249101.5,10925412,1362.101,636101.13,7499728,6810.5049,.69826996
DEFEB39662,2004,,290127.5,524408.88,9534.707,32690.424,457665.94,1362.101,1.8010386
DEFEB15143,2004,,493080.56,858123.63,20431.514,53121.938,768224.94,1362.101,1.4354862
DEFEB14538,2004,,690585.19,949384.38,16345.212,55846.141,761414.44,1362.101,1.3231848
DEFEB14056,2004,,396371.38,720551.44,8172.606,32690.424,591151.81,1362.101,.60660309
DEFEB47734,2004,,7422769,12667539,147106.91,636101.13,9401221,21793.615,.79719144
DEFEB14499,2004,,324180.03,475373.25,10896.808,24517.816,431786,1362.101,.69551027
DEFEB15250,2004,,57889.289,107605.98,1362.101,6810.5049,95347.07,0,1.0230117
DEFEB15307,2004,,57889.289,137572.2,2724.2019,10896.808,123951.19,1362.101,1.0008708
DEFEB49038,2004,,115778.58,147106.91,2724.2019,6810.5049,130761.7,0,1.2751665
DEFEB48977,2004,,246540.28,358232.56,10896.808,23155.717,332352.63,1362.101,1.2672681
DEFEB44122,2004,,219298.25,316007.44,6810.5049,16345.212,253350.78,1362.101,.97545749
DEFEB45186,2004,,7422769,12667539,8172.606,636101.13,9401221,21793.615,.23444833
DEFEB13654,2004,,4849079.5,7066580,133485.89,399095.59,6065435.5,14983.11,1.1801674
DEFEB13012,2004,,474011.13,1332134.8,23155.717,132123.8,1165958.4,10896.808,1.7606645
DEFEB40812,2004,,476735.34,674240,14983.11,38138.828,597962.31,1362.101,.61402404
DEFEB44035,2004,,554375.06,1441102.9,42225.129,44949.332,1352566.3,0,.16976698
DEFEB44064,2004,,460390.13,626566.44,13621.01,36776.727,562547.69,1362.101,1.3654761
DEFEB13272,2004,,6527188,6824126,1362.101,540754.06,5858396,0,.16976698
DEFEB45947,2004,,166176.31,208401.45,4086.303,12258.908,164814.22,0,.64742386
DEFEB46099,2004,,91260.766,134848,2724.2019,6810.5049,126675.39,0,1.3305523
DEFEB43291,2004,,145744.8,422251.31,9534.707,17707.313,373215.66,0,.71576571
DEFEB46260,2004,,160727.91,281954.91,6810.5049,20431.514,258799.19,1362.101,1.2199062
DEFEB44044,2004,,258799.19,415440.78,6810.5049,23155.717,358232.56,1362.101,1.1296358
DEFEB15133,2004,,397733.47,806363.75,29966.221,36776.727,702844.13,1362.101,1.2896982
DEFEB13743,2004,,2627492.8,4629781,119864.88,261523.39,3793451.3,1362.101,.45059362
DEFEB42773,2004,,864934.13,1276288.6,23155.717,68105.047,1058352.5,2724.2019,.95687884
DEFEB47375,2004,,58570.34,115778.58,4086.303,8172.606,104881.77,0,.95479584
DEFEB14111,2004,,57889.289,390922.97,1362.101,73553.453,175711.03,4086.303,.84607548
DEFEB13786,2004,,1137354.3,2049962,43587.23,114416.48,1807508,4086.303,1.7214947
DEFEB39698,2004,,57889.289,107605.98,1362.101,8172.606,95347.07,2724.2019,1.9120044
DEFEB13682,2004,,555737.19,1025662,20431.514,65380.848,935763.38,1362.101,1.0017984
DEFEB15442,2004,,509425.75,1836112.1,49035.633,61294.543,1584123.4,0,.32649565
DEFEB48793,2004,,205677.25,314645.31,6810.5049,19069.414,246540.28,0,2.0648241
DEFEB23637,2004,,122589.09,363680.97,12258.908,23155.717,335076.84,1362.101,1.6207136
DEFEB17509,2004,,256074.98,517598.38,14983.11,24517.816,459028.03,1362.101,1.7551525
DEFEB15033,2004,,186607.83,296938,6810.5049,17707.313,268333.88,0,1.1404794
DEFEB13834,2004,,856761.5,1182303.6,21793.615,55846.141,1029748.3,1362.101,.87257171
DEFEB44052,2004,,390922.97,612945.44,14983.11,24517.816,551650.88,1362.101,1.2251799
DEFEB13379,2004,,2319658,4172115.3,118502.78,186607.83,3849297.3,12258.908,1.8599751
DEFEB39953,2004,,254712.88,354146.25,10896.808,25879.918,292851.72,1362.101,1.3605696
DEFEB13873,2004,,1573226.6,5001634.5,50397.734,171624.72,4711507,6810.5049,2.0648241
DEFEB16678,2004,,170262.63,607497,8172.606,20431.514,542116.19,1362.101,1.6306056
DEFEB14231,2004,,577530.81,869020.44,23155.717,50397.734,773673.38,2724.2019,1.5458914
DEFEB14967,2004,,582979.19,1054266.1,25879.918,43587.23,867658.31,2724.2019,.84262252
DEFEB40583,2004,,393647.19,666067.38,8172.606,34052.523,623842.25,0,.73234063
DEFEB45063,2004,,186607.83,468562.72,14983.11,23155.717,427699.69,0,1.5895629
DEFEB13694,2004,,798191.19,1033834.6,21793.615,58570.34,905797.13,0,.16976698
DEFEB14587,2004,,164814.22,400457.69,9534.707,27242.02,341887.34,2724.2019,1.0102168
DEFEB13757,2004,,1155061.6,1718971.4,25879.918,98071.266,1543260.4,5448.4038,1.6899538
DEFEB47442,2004,,149831.11,200228.84,5448.4038,14983.11,226108.77,1362.101,1.5985196
DEFEB15041,2004,,329628.44,506701.56,9534.707,29966.221,439958.63,1362.101,.85125732
DEFEB13994,2004,,700119.88,1514656.3,50397.734,89898.664,1319875.9,1362.101,.55593777
DEFEB19980,2004,,61294.543,107605.98,2724.2019,6810.5049,95347.07,0,1.4702814
DEFEB44068,2004,,354146.25,632014.88,10896.808,34052.523,498528.94,1362.101,1.5943338
DEFEB13882,2004,,350059.94,518960.47,9534.707,25879.918,471286.94,1362.101,1.5744475
DEFEB43858,2004,,217936.16,939849.69,21793.615,80363.953,825433.19,2724.2019,.74798512
DEFEB14229,2004,,201590.94,362318.84,6810.5049,29966.221,321455.81,2724.2019,1.0608623
DEFEB13912,2004,,7422769,12667539,147106.91,636101.13,9401221,21793.615,2.0648241
DEFEB39369,2004,,128037.49,370491.47,12258.908,16345.212,348697.84,0,2.0648241
DEFEB13791,2004,,2015909.4,4448621.5,62656.645,200228.84,4069957.8,6810.5049,1.3858647
DEFEB13128,2004,,1364825.1,1955977,32690.424,99433.367,1639969.5,5448.4038,1.5524352
DEFEB18830,2004,,,4470415.5,,636101.13,,21793.615,.55159968
DEFEB13783,2004,,757328.13,1441102.9,43587.23,61294.543,1311703.3,2724.2019,1.972069
